total  ,     80000
average log, 2.90309
test000,800
test001,800
test002,800
test003,800
test004,800
test005,800
test006,800
test007,800
test008,800
test009,800
test010,800
test011,800
test012,800
test013,800
test014,800
test015,800
test016,800
test017,800
test018,800
test019,800
test020,800
test021,800
test022,800
test023,800
test024,800
test025,800
test026,800
test027,800
test028,800
test029,800
test030,800
test031,800
test032,800
test033,800
test034,800
test035,800
test036,800
test037,800
test038,800
test039,800
test040,800
test041,800
test042,800
test043,800
test044,800
test045,800
test046,800
test047,800
test048,800
test049,800
test050,800
test051,800
test052,800
test053,800
test054,800
test055,800
test056,800
test057,800
test058,800
test059,800
test060,800
test061,800
test062,800
test063,800
test064,800
test065,800
test066,800
test067,800
test068,800
test069,800
test070,800
test071,800
test072,800
test073,800
test074,800
test075,800
test076,800
test077,800
test078,800
test079,800
test080,800
test081,800
test082,800
test083,800
test084,800
test085,800
test086,800
test087,800
test088,800
test089,800
test090,800
test091,800
test092,800
test093,800
test094,800
test095,800
test096,800
test097,800
test098,800
test099,800
