total  ,       100
average log, 0.00000
test000,1
test001,1
test002,1
test003,1
test004,1
test005,1
test006,1
test007,1
test008,1
test009,1
test010,1
test011,1
test012,1
test013,1
test014,1
test015,1
test016,1
test017,1
test018,1
test019,1
test020,1
test021,1
test022,1
test023,1
test024,1
test025,1
test026,1
test027,1
test028,1
test029,1
test030,1
test031,1
test032,1
test033,1
test034,1
test035,1
test036,1
test037,1
test038,1
test039,1
test040,1
test041,1
test042,1
test043,1
test044,1
test045,1
test046,1
test047,1
test048,1
test049,1
test050,1
test051,1
test052,1
test053,1
test054,1
test055,1
test056,1
test057,1
test058,1
test059,1
test060,1
test061,1
test062,1
test063,1
test064,1
test065,1
test066,1
test067,1
test068,1
test069,1
test070,1
test071,1
test072,1
test073,1
test074,1
test075,1
test076,1
test077,1
test078,1
test079,1
test080,1
test081,1
test082,1
test083,1
test084,1
test085,1
test086,1
test087,1
test088,1
test089,1
test090,1
test091,1
test092,1
test093,1
test094,1
test095,1
test096,1
test097,1
test098,1
test099,1
