total  ,1172845066
average log, 6.90853
test000,1605217
test001,7540149
test002,1960929
test003,5438248
test004,9423769
test005,16570180
test006,4757039
test007,4222873
test008,8134464
test009,6426866
test010,14289191
test011,16329063
test012,7004694
test013,14317899
test014,10324461
test015,12729567
test016,15662018
test017,4302102
test018,1669107
test019,37437459
test020,13656331
test021,6423013
test022,10803732
test023,3406023
test024,10429961
test025,1403776
test026,7278327
test027,9124778
test028,2235345
test029,16541109
test030,26487257
test031,5114496
test032,3282553
test033,2697513
test034,1968226
test035,4030284
test036,2207859
test037,701278
test038,4933564
test039,953713
test040,9931834
test041,3422812
test042,29570384
test043,7118247
test044,6434516
test045,5445689
test046,6154284
test047,16023361
test048,29545579
test049,5645566
test050,4805418
test051,27554655
test052,7744926
test053,9158465
test054,16140348
test055,21238112
test056,5436545
test057,25188497
test058,18054747
test059,6329516
test060,28362540
test061,9998357
test062,25040821
test063,22024616
test064,14944672
test065,2647410
test066,5293314
test067,19648063
test068,4853173
test069,1306518
test070,27164002
test071,41186830
test072,2513549
test073,4220249
test074,3758445
test075,17301853
test076,7579671
test077,6617939
test078,3363806
test079,9263531
test080,6599248
test081,20269997
test082,22271334
test083,5829734
test084,7006962
test085,1672823
test086,2062250
test087,6170188
test088,18643956
test089,10046617
test090,16633105
test091,9165555
test092,44124214
test093,25773465
test094,19684327
test095,25369736
test096,18506237
test097,31329511
test098,5290656
test099,24537858
